size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
550,Independent Floor,2,Dwarka Mor,6500,11.818181818181818,14788.811188811189
1500,Apartment,2,Janakpuri,22000,14.666666666666666,31448.11320754717
1200,Apartment,3,Uttam Nagar,18000,15.0,15354.418604651162
1100,Independent Floor,2,Uttam Nagar,6000,5.454545454545454,15354.418604651162
450,Apartment,2,Dwarka Mor,9000,20.0,14788.811188811189
1100,Independent Floor,3,Uttam Nagar,15000,13.636363636363637,15354.418604651162
900,Independent Floor,2,Uttam Nagar,10000,11.11111111111111,15354.418604651162
1500,Independent Floor,3,Paschim Vihar,29000,19.333333333333332,30246.406820950062
2100,Independent Floor,3,Tagore Garden Extension,35000,16.666666666666668,29147.54098360656
702,Independent Floor,2,Uttam Nagar,16000,22.79202279202279,15354.418604651162
650,Independent Floor,2,Uttam Nagar,10500,16.153846153846153,15354.418604651162
840,Independent Floor,3,Rohini sector 24,20000,23.80952380952381,19268.65671641791
1400,Independent Floor,3,Paschim Vihar,35000,25.0,30246.406820950062
700,Apartment,3,Uttam Nagar,20000,28.571428571428573,15354.418604651162
972,Independent Floor,3,Dwarka Mor,12500,12.860082304526749,14788.811188811189
750,Independent Floor,2,other,11000,14.666666666666666,61900.17677136596
900,Independent Floor,2,Uttam Nagar,13500,15.0,15354.418604651162
1000,Independent Floor,3,Dwarka Mor,20000,20.0,14788.811188811189
3500,Independent Floor,4,Mansarover Garden,70000,20.0,32802.63157894737
1500,Apartment,3,Sector 3 Rohini,25000,16.666666666666668,21589.285714285714
800,Independent Floor,2,Karol Bagh,15999,19.99875,25795.897959183672
756,Independent Floor,2,Pitampura,18000,23.80952380952381,36047.10743801653
756,Independent Floor,2,Dr Mukherji Nagar,21000,27.77777777777778,28865.853658536584
900,Independent Floor,2,Pitampura,31000,34.44444444444444,36047.10743801653
1500,Independent Floor,3,Dr Mukherji Nagar,35000,23.333333333333332,28865.853658536584
1700,Independent Floor,2,Pitampura,32000,18.823529411764707,36047.10743801653
650,Independent Floor,3,Shastri Nagar,18000,27.692307692307693,15307.692307692309
720,Independent Floor,2,Ashok Vihar,26000,36.111111111111114,87414.51923076923
990,Apartment,3,Burari,20000,20.2020202020202,12647.058823529413
2400,Independent Floor,4,Ashok Vihar,95000,39.583333333333336,87414.51923076923
2700,Independent Floor,4,Karol Bagh,70000,25.925925925925927,25795.897959183672
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
1800,Independent Floor,3,Pitampura,40000,22.22222222222222,36047.10743801653
1076,Independent Floor,3,Pitampura,28000,26.022304832713754,36047.10743801653
3000,Independent Floor,4,Dr Mukherji Nagar,50000,16.666666666666668,28865.853658536584
960,Independent Floor,3,Pitampura,27000,28.125,36047.10743801653
1450,Independent Floor,3,Pitampura,35000,24.137931034482758,36047.10743801653
2500,Independent Floor,2,Pitampura,50000,20.0,36047.10743801653
700,Independent House,2,Karol Bagh,17000,24.285714285714285,25795.897959183672
966,Independent Floor,2,Pitampura,38000,39.33747412008282,36047.10743801653
1440,Independent House,2,Dr Mukherji Nagar,32000,22.22222222222222,28865.853658536584
1350,Independent Floor,3,Pitampura,30000,22.22222222222222,36047.10743801653
1800,Independent Floor,2,Pitampura,28000,15.555555555555555,36047.10743801653
1700,Independent Floor,3,other,35000,20.58823529411765,61900.17677136596
756,Independent Floor,2,Pitampura,21000,27.77777777777778,36047.10743801653
1400,Independent Floor,3,Dr Mukherji Nagar,30000,21.428571428571427,28865.853658536584
1350,Independent Floor,2,Ashok Vihar,25000,18.51851851851852,87414.51923076923
900,Independent Floor,3,Pitampura,27000,30.0,36047.10743801653
650,Apartment,2,Pitampura,11000,16.923076923076923,36047.10743801653
500,Independent Floor,2,Burari,10000,20.0,12647.058823529413
650,Independent Floor,2,Pitampura,18000,27.692307692307693,36047.10743801653
1350,Independent Floor,3,Gujranwala Town,34000,25.185185185185187,36161.290322580644
756,Independent Floor,2,Pitampura,25000,33.06878306878307,36047.10743801653
3000,Independent Floor,2,Pitampura,75000,25.0,36047.10743801653
1250,Independent Floor,3,Karol Bagh,18000,14.4,25795.897959183672
1800,Independent Floor,3,Model Town,70000,38.888888888888886,35170.454545454544
1000,Apartment,2,Model Town,23000,23.0,35170.454545454544
1800,Independent Floor,3,Ashok Vihar,45000,25.0,87414.51923076923
1800,Independent Floor,3,Ashok Vihar,50000,27.77777777777778,87414.51923076923
1000,Independent Floor,2,Gujranwala Town,30000,30.0,36161.290322580644
900,Independent Floor,3,Pitampura,30000,33.333333333333336,36047.10743801653
900,Independent Floor,2,Pitampura,26000,28.88888888888889,36047.10743801653
850,Independent Floor,2,Pitampura,30000,35.294117647058826,36047.10743801653
1700,Apartment,3,Pitampura,28000,16.470588235294116,36047.10743801653
1800,Independent Floor,4,Model Town,70000,38.888888888888886,35170.454545454544
1400,Independent Floor,2,Gujranwala Town,45000,32.142857142857146,36161.290322580644
800,Independent Floor,2,Gujranwala Town,22000,27.5,36161.290322580644
1100,Apartment,2,Pitampura,18000,16.363636363636363,36047.10743801653
1100,Apartment,2,Pitampura,17000,15.454545454545455,36047.10743801653
1100,Apartment,2,Pitampura,23000,20.90909090909091,36047.10743801653
450,Apartment,2,Pitampura,9000,20.0,36047.10743801653
1600,Independent Floor,2,Pitampura,28000,17.5,36047.10743801653
756,Independent Floor,2,Dr Mukherji Nagar,20000,26.455026455026456,28865.853658536584
1350,Independent Floor,2,Pitampura,22000,16.296296296296298,36047.10743801653
2000,Independent Floor,3,Model Town,45000,22.5,35170.454545454544
1300,Independent Floor,2,Gujranwala Town,40000,30.76923076923077,36161.290322580644
500,Apartment,2,Pitampura,9500,19.0,36047.10743801653
800,Independent Floor,2,Pitampura,24000,30.0,36047.10743801653
1800,Independent Floor,4,Model Town,80000,44.44444444444444,35170.454545454544
1200,Independent Floor,2,Dr Mukherji Nagar,30000,25.0,28865.853658536584
1000,Independent Floor,2,Gujranwala Town,45000,45.0,36161.290322580644
850,Independent Floor,2,Pitampura,17000,20.0,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
900,Apartment,2,Pitampura,25000,27.77777777777778,36047.10743801653
1350,Apartment,3,Pitampura,32500,24.074074074074073,36047.10743801653
900,Apartment,3,Pitampura,20000,22.22222222222222,36047.10743801653
1000,Apartment,3,Pitampura,25000,25.0,36047.10743801653
750,Apartment,2,Pitampura,25000,33.333333333333336,36047.10743801653
2200,Independent Floor,2,Pitampura,32000,14.545454545454545,36047.10743801653
700,Apartment,2,Pitampura,22000,31.428571428571427,36047.10743801653
1000,Apartment,2,Pitampura,20000,20.0,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
900,Independent Floor,2,Pitampura,16000,17.77777777777778,36047.10743801653
700,Apartment,2,Pitampura,15000,21.428571428571427,36047.10743801653
756,Independent Floor,3,Pitampura,24000,31.746031746031747,36047.10743801653
1350,Independent Floor,2,Pitampura,19000,14.074074074074074,36047.10743801653
1200,Independent Floor,3,Pitampura,55000,45.833333333333336,36047.10743801653
750,Apartment,2,Pitampura,16000,21.333333333333332,36047.10743801653
700,Apartment,2,Pitampura,15000,21.428571428571427,36047.10743801653
800,Apartment,2,Pitampura,22000,27.5,36047.10743801653
850,Apartment,2,Pitampura,17000,20.0,36047.10743801653
1200,Apartment,3,Pitampura,31000,25.833333333333332,36047.10743801653
700,Apartment,2,Pitampura,16000,22.857142857142858,36047.10743801653
1100,Apartment,3,Pitampura,29000,26.363636363636363,36047.10743801653
750,Apartment,2,Pitampura,16000,21.333333333333332,36047.10743801653
1100,Apartment,3,Pitampura,35000,31.818181818181817,36047.10743801653
1440,Independent Floor,3,Dr Mukherji Nagar,45000,31.25,28865.853658536584
900,Independent Floor,2,Pitampura,19000,21.11111111111111,36047.10743801653
1200,Independent Floor,3,Dr Mukherji Nagar,45000,37.5,28865.853658536584
900,Independent Floor,2,Pitampura,30000,33.333333333333336,36047.10743801653
900,Independent Floor,2,Pitampura,19000,21.11111111111111,36047.10743801653
3600,Independent Floor,4,Pitampura,82000,22.77777777777778,36047.10743801653
900,Independent Floor,2,Pitampura,19000,21.11111111111111,36047.10743801653
1400,Independent Floor,2,Vijay Nagar,35000,25.0,32894.73684210526
1000,Independent Floor,2,Dr Mukherji Nagar,25000,25.0,28865.853658536584
1350,Independent Floor,2,Pitampura,25000,18.51851851851852,36047.10743801653
900,Independent Floor,2,Pitampura,20000,22.22222222222222,36047.10743801653
1000,Independent Floor,2,Dr Mukherji Nagar,29000,29.0,28865.853658536584
1000,Independent Floor,2,Dr Mukherji Nagar,25000,25.0,28865.853658536584
800,Independent Floor,2,Dr Mukherji Nagar,27000,33.75,28865.853658536584
1000,Independent Floor,3,Dr Mukherji Nagar,35000,35.0,28865.853658536584
1000,Independent Floor,2,Dr Mukherji Nagar,28000,28.0,28865.853658536584
1000,Independent Floor,2,Dr Mukherji Nagar,27000,27.0,28865.853658536584
900,Independent Floor,2,Pitampura,22000,24.444444444444443,36047.10743801653
1000,Independent Floor,2,Vijay Nagar,35000,35.0,32894.73684210526
700,Apartment,2,Pitampura,14000,20.0,36047.10743801653
985,Independent Floor,2,Karol Bagh,19000,19.289340101522843,25795.897959183672
852,Independent Floor,2,Karol Bagh,19000,22.300469483568076,25795.897959183672
985,Apartment,2,Karol Bagh,20000,20.304568527918782,25795.897959183672
985,Independent Floor,2,Karol Bagh,15000,15.228426395939087,25795.897959183672
875,Apartment,2,Karol Bagh,26000,29.714285714285715,25795.897959183672
874,Independent Floor,2,Karol Bagh,16500,18.87871853546911,25795.897959183672
865,Independent Floor,2,Karol Bagh,17000,19.653179190751445,25795.897959183672
874,Independent Floor,2,Karol Bagh,16000,18.30663615560641,25795.897959183672
750,Independent Floor,2,Pitampura,19000,25.333333333333332,36047.10743801653
950,Independent Floor,2,Pitampura,20000,21.05263157894737,36047.10743801653
875,Apartment,2,Karol Bagh,20000,22.857142857142858,25795.897959183672
875,Apartment,2,Karol Bagh,21000,24.0,25795.897959183672
875,Apartment,2,Karol Bagh,22000,25.142857142857142,25795.897959183672
1600,Independent Floor,2,Pitampura,28000,17.5,36047.10743801653
1800,Independent Floor,2,Pitampura,35000,19.444444444444443,36047.10743801653
1206,Independent House,3,Gujranwala Town,35000,29.021558872305143,36161.290322580644
1300,Independent House,2,Gujranwala Town,30000,23.076923076923077,36161.290322580644
1000,Independent Floor,2,Gujranwala Town,45000,45.0,36161.290322580644
2448,Independent Floor,4,Model Town,75000,30.637254901960784,35170.454545454544
1620,Independent Floor,3,Gujranwala Town,55000,33.95061728395062,36161.290322580644
2000,Independent Floor,3,Model Town,38000,19.0,35170.454545454544
2700,Independent Floor,4,Gujranwala Town,75000,27.77777777777778,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,27000,20.0,36161.290322580644
1350,Independent Floor,3,Gujranwala Town,35000,25.925925925925927,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,26000,19.25925925925926,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,30000,22.22222222222222,36161.290322580644
1050,Independent Floor,3,Pitampura,24000,22.857142857142858,36047.10743801653
2450,Independent Floor,3,Model Town,70000,28.571428571428573,35170.454545454544
2450,Independent Floor,3,Model Town,60000,24.489795918367346,35170.454545454544
900,Independent Floor,2,Karol Bagh,40000,44.44444444444444,25795.897959183672
1450,Independent Floor,3,Model Town,30000,20.689655172413794,35170.454545454544
900,Independent Floor,2,Model Town,23000,25.555555555555557,35170.454545454544
900,Independent Floor,2,Gujranwala Town,23000,25.555555555555557,36161.290322580644
1000,Independent Floor,2,Gujranwala Town,24000,24.0,36161.290322580644
1300,Independent Floor,2,Gujranwala Town,28000,21.53846153846154,36161.290322580644
1000,Independent Floor,2,Model Town,20000,20.0,35170.454545454544
1000,Independent Floor,3,Model Town,21000,21.0,35170.454545454544
1500,Independent Floor,2,Gujranwala Town,20000,13.333333333333334,36161.290322580644
1450,Independent Floor,3,Model Town,25000,17.24137931034483,35170.454545454544
1300,Independent Floor,3,Gujranwala Town,32000,24.615384615384617,36161.290322580644
1400,Independent Floor,3,Gujranwala Town,43000,30.714285714285715,36161.290322580644
2200,Independent Floor,3,Dr Mukherji Nagar,42000,19.09090909090909,28865.853658536584
1350,Independent Floor,3,Gujranwala Town,35000,25.925925925925927,36161.290322580644
1450,Independent Floor,3,Model Town,30000,20.689655172413794,35170.454545454544
1400,Independent Floor,3,Gujranwala Town,35000,25.0,36161.290322580644
1600,Independent Floor,3,Gujranwala Town,55000,34.375,36161.290322580644
2500,Independent Floor,3,Model Town,40000,16.0,35170.454545454544
2300,Independent Floor,4,Model Town,75000,32.608695652173914,35170.454545454544
1500,Independent Floor,3,Gujranwala Town,45000,30.0,36161.290322580644
1650,Independent Floor,2,Model Town,40000,24.242424242424242,35170.454545454544
1800,Independent Floor,3,Model Town,40000,22.22222222222222,35170.454545454544
1350,Independent Floor,2,Gujranwala Town,25000,18.51851851851852,36161.290322580644
1200,Independent Floor,3,Model Town,25000,20.833333333333332,35170.454545454544
1350,Independent Floor,2,Gujranwala Town,35000,25.925925925925927,36161.290322580644
1350,Independent Floor,3,Gujranwala Town,32000,23.703703703703702,36161.290322580644
1100,Independent Floor,3,Model Town,30000,27.272727272727273,35170.454545454544
1300,Independent Floor,3,Gujranwala Town,30000,23.076923076923077,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,25000,18.51851851851852,36161.290322580644
1300,Independent Floor,2,Model Town,23000,17.692307692307693,35170.454545454544
900,Independent Floor,2,Vijay Nagar,23000,25.555555555555557,32894.73684210526
1000,Independent Floor,2,Vijay Nagar,35000,35.0,32894.73684210526
2300,Independent Floor,4,Model Town,70000,30.434782608695652,35170.454545454544
900,Independent Floor,3,Model Town,23000,25.555555555555557,35170.454545454544
1000,Independent Floor,2,Model Town,23000,23.0,35170.454545454544
1000,Independent Floor,2,Model Town,20000,20.0,35170.454545454544
3000,Independent Floor,4,Dr Mukherji Nagar,58000,19.333333333333332,28865.853658536584
2600,Independent Floor,4,Model Town,85000,32.69230769230769,35170.454545454544
1000,Independent Floor,2,Model Town,18000,18.0,35170.454545454544
1300,Independent Floor,3,Gujranwala Town,32000,24.615384615384617,36161.290322580644
1000,Independent Floor,2,Vijay Nagar,25000,25.0,32894.73684210526
900,Independent Floor,2,Vijay Nagar,28000,31.11111111111111,32894.73684210526
900,Independent Floor,2,Vijay Nagar,30000,33.333333333333336,32894.73684210526
1800,Independent Floor,3,Model Town,55000,30.555555555555557,35170.454545454544
1500,Independent Floor,3,Gujranwala Town,35000,23.333333333333332,36161.290322580644
1500,Independent Floor,3,Model Town,27000,18.0,35170.454545454544
1440,Independent Floor,3,Model Town,37000,25.694444444444443,35170.454545454544
2500,Independent Floor,4,Gujranwala Town,60000,24.0,36161.290322580644
1450,Independent Floor,3,Gujranwala Town,36000,24.82758620689655,36161.290322580644
2500,Independent Floor,4,Model Town,80000,32.0,35170.454545454544
1400,Independent Floor,3,Gujranwala Town,32000,22.857142857142858,36161.290322580644
1000,Independent Floor,2,Gujranwala Town,25000,25.0,36161.290322580644
2250,Independent Floor,3,Model Town,40000,17.77777777777778,35170.454545454544
900,Independent Floor,2,Model Town,20000,22.22222222222222,35170.454545454544
1500,Independent Floor,2,Gujranwala Town,32000,21.333333333333332,36161.290322580644
1000,Independent Floor,3,Model Town,22000,22.0,35170.454545454544
1000,Independent Floor,2,Model Town,27000,27.0,35170.454545454544
700,Independent Floor,2,Karol Bagh,32000,45.714285714285715,25795.897959183672
1350,Independent Floor,3,Gujranwala Town,35000,25.925925925925927,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,30000,22.22222222222222,36161.290322580644
1550,Independent Floor,3,Gujranwala Town,50000,32.25806451612903,36161.290322580644
1250,Independent Floor,2,Gujranwala Town,27000,21.6,36161.290322580644
1350,Independent Floor,2,Gujranwala Town,30000,22.22222222222222,36161.290322580644
2700,Independent Floor,4,Karol Bagh,70000,25.925925925925927,25795.897959183672
1400,Independent House,2,Pitampura,28000,20.0,36047.10743801653
1500,Independent Floor,3,Pitampura,45000,30.0,36047.10743801653
900,Independent Floor,3,Pitampura,40000,44.44444444444444,36047.10743801653
900,Independent Floor,3,Pitampura,35000,38.888888888888886,36047.10743801653
950,Independent Floor,3,Pitampura,37000,38.94736842105263,36047.10743801653
900,Independent Floor,2,Pitampura,26000,28.88888888888889,36047.10743801653
1050,Independent Floor,3,Pitampura,28000,26.666666666666668,36047.10743801653
900,Independent Floor,2,Pitampura,27000,30.0,36047.10743801653
900,Independent Floor,2,Pitampura,30000,33.333333333333336,36047.10743801653
900,Independent Floor,2,Pitampura,20000,22.22222222222222,36047.10743801653
900,Independent Floor,2,Pitampura,24000,26.666666666666668,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
900,Independent Floor,2,Pitampura,27000,30.0,36047.10743801653
1800,Independent Floor,2,Pitampura,35000,19.444444444444443,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
756,Independent Floor,2,Pitampura,26000,34.39153439153439,36047.10743801653
3200,Independent Floor,4,Pitampura,90000,28.125,36047.10743801653
1050,Independent Floor,3,Pitampura,35000,33.333333333333336,36047.10743801653
2700,Independent Floor,3,Pitampura,92000,34.074074074074076,36047.10743801653
2100,Independent Floor,4,Pitampura,88000,41.904761904761905,36047.10743801653
900,Independent Floor,2,Pitampura,24000,26.666666666666668,36047.10743801653
900,Independent Floor,2,Pitampura,19500,21.666666666666668,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
1100,Independent Floor,3,Pitampura,30000,27.272727272727273,36047.10743801653
900,Independent Floor,2,Pitampura,32000,35.55555555555556,36047.10743801653
3600,Independent Floor,4,Pitampura,80000,22.22222222222222,36047.10743801653
1450,Independent Floor,3,Pitampura,38000,26.20689655172414,36047.10743801653
1350,Independent Floor,3,Pitampura,38000,28.14814814814815,36047.10743801653
900,Independent Floor,2,Pitampura,28000,31.11111111111111,36047.10743801653
1800,Independent Floor,3,Pitampura,50000,27.77777777777778,36047.10743801653
900,Independent Floor,2,Pitampura,30000,33.333333333333336,36047.10743801653
1100,Independent Floor,2,Pitampura,26000,23.636363636363637,36047.10743801653
900,Independent Floor,2,Pitampura,29000,32.22222222222222,36047.10743801653
756,Independent Floor,2,Pitampura,30000,39.682539682539684,36047.10743801653
900,Independent Floor,3,Pitampura,37000,41.111111111111114,36047.10743801653
2700,Independent Floor,3,Pitampura,90000,33.333333333333336,36047.10743801653
2500,Independent Floor,4,Pitampura,92000,36.8,36047.10743801653
1125,Independent Floor,2,Pitampura,40000,35.55555555555556,36047.10743801653
900,Independent Floor,2,Pitampura,30000,33.333333333333336,36047.10743801653
1800,Independent Floor,3,Pitampura,42000,23.333333333333332,36047.10743801653
950,Independent Floor,2,Pitampura,26000,27.36842105263158,36047.10743801653
2250,Independent Floor,4,Pitampura,50000,22.22222222222222,36047.10743801653
900,Independent Floor,3,Pitampura,30000,33.333333333333336,36047.10743801653
1400,Independent Floor,3,Pitampura,38000,27.142857142857142,36047.10743801653
1300,Independent Floor,3,Pitampura,41000,31.53846153846154,36047.10743801653
756,Independent Floor,2,Pitampura,25000,33.06878306878307,36047.10743801653
2500,Independent Floor,3,Pitampura,75000,30.0,36047.10743801653
2000,Independent Floor,3,Pitampura,45000,22.5,36047.10743801653
2200,Independent Floor,4,Pitampura,62000,28.181818181818183,36047.10743801653
1350,Independent Floor,3,Pitampura,38000,28.14814814814815,36047.10743801653
1350,Independent Floor,3,Pitampura,40000,29.62962962962963,36047.10743801653
900,Independent Floor,3,Pitampura,31000,34.44444444444444,36047.10743801653
1500,Independent Floor,3,Pitampura,50000,33.333333333333336,36047.10743801653
2500,Independent Floor,3,Pitampura,76000,30.4,36047.10743801653
756,Independent Floor,2,Pitampura,26000,34.39153439153439,36047.10743801653
2200,Independent Floor,3,Pitampura,52000,23.636363636363637,36047.10743801653
1350,Independent Floor,3,Pitampura,35000,25.925925925925927,36047.10743801653
750,Independent Floor,2,Pitampura,25000,33.333333333333336,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
1350,Independent Floor,2,Pitampura,40000,29.62962962962963,36047.10743801653
2700,Independent Floor,4,Pitampura,60000,22.22222222222222,36047.10743801653
2700,Independent Floor,3,Pitampura,43000,15.925925925925926,36047.10743801653
1800,Independent Floor,3,Pitampura,50000,27.77777777777778,36047.10743801653
1800,Independent Floor,3,Pitampura,50000,27.77777777777778,36047.10743801653
1800,Independent Floor,3,Pitampura,50000,27.77777777777778,36047.10743801653
1800,Independent Floor,3,Pitampura,42000,23.333333333333332,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
1800,Independent Floor,3,Pitampura,35000,19.444444444444443,36047.10743801653
850,Independent Floor,2,Pitampura,22000,25.88235294117647,36047.10743801653
2200,Independent Floor,3,Pitampura,60000,27.272727272727273,36047.10743801653
850,Independent Floor,2,Pitampura,25000,29.41176470588235,36047.10743801653
1400,Independent Floor,3,Pitampura,40000,28.571428571428573,36047.10743801653
800,Independent Floor,2,Pitampura,22000,27.5,36047.10743801653
900,Independent Floor,2,Pitampura,25000,27.77777777777778,36047.10743801653
900,Independent Floor,3,Pitampura,26000,28.88888888888889,36047.10743801653
1700,Independent Floor,3,Pitampura,36000,21.176470588235293,36047.10743801653
756,Independent Floor,2,Pitampura,20000,26.455026455026456,36047.10743801653
850,Independent Floor,2,Pitampura,25000,29.41176470588235,36047.10743801653
2000,Independent Floor,3,Pitampura,45000,22.5,36047.10743801653
1500,Independent Floor,3,Pitampura,36000,24.0,36047.10743801653
756,Independent Floor,2,Pitampura,20000,26.455026455026456,36047.10743801653
2100,Independent Floor,4,Pitampura,60000,28.571428571428573,36047.10743801653
1000,Apartment,2,Pitampura,25000,25.0,36047.10743801653
500,Apartment,2,Pitampura,17000,34.0,36047.10743801653
750,Apartment,2,Pitampura,22000,29.333333333333332,36047.10743801653
850,Apartment,2,Pitampura,20000,23.529411764705884,36047.10743801653
1600,Independent Floor,2,Pitampura,30000,18.75,36047.10743801653
756,Independent Floor,2,Pitampura,32000,42.32804232804233,36047.10743801653
750,Apartment,2,Pitampura,22000,29.333333333333332,36047.10743801653
2200,Independent Floor,2,Pitampura,32000,14.545454545454545,36047.10743801653
500,Apartment,2,Pitampura,19000,38.0,36047.10743801653
900,Independent Floor,3,Pitampura,32000,35.55555555555556,36047.10743801653
900,Independent Floor,2,Pitampura,22000,24.444444444444443,36047.10743801653
900,Independent Floor,2,Pitampura,20000,22.22222222222222,36047.10743801653
756,Independent Floor,2,Pitampura,25000,33.06878306878307,36047.10743801653
756,Independent Floor,2,Pitampura,17000,22.486772486772487,36047.10743801653
1800,Independent Floor,3,Pitampura,42000,23.333333333333332,36047.10743801653
1350,Independent Floor,3,Pitampura,26000,19.25925925925926,36047.10743801653
2250,Independent Floor,3,Pitampura,70000,31.11111111111111,36047.10743801653
1800,Independent Floor,2,Pitampura,44000,24.444444444444443,36047.10743801653
1350,Independent Floor,2,Pitampura,35000,25.925925925925927,36047.10743801653
1800,Independent Floor,3,Pitampura,42000,23.333333333333332,36047.10743801653
1800,Independent Floor,3,Pitampura,38000,21.11111111111111,36047.10743801653
1850,Independent Floor,3,Pitampura,45000,24.324324324324323,36047.10743801653
1860,Independent Floor,3,Pitampura,50000,26.881720430107528,36047.10743801653
756,Independent Floor,2,Pitampura,22000,29.1005291005291,36047.10743801653
1350,Independent Floor,4,Pitampura,37000,27.40740740740741,36047.10743801653
1800,Independent Floor,4,Pitampura,55000,30.555555555555557,36047.10743801653
756,Independent Floor,2,Pitampura,20000,26.455026455026456,36047.10743801653
900,Independent Floor,2,Pitampura,22000,24.444444444444443,36047.10743801653
1900,Independent House,3,Pitampura,45000,23.68421052631579,36047.10743801653
2700,Independent Floor,3,Pitampura,65000,24.074074074074073,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
1800,Independent Floor,3,Pitampura,45000,25.0,36047.10743801653
1200,Independent Floor,3,Model Town,25000,20.833333333333332,35170.454545454544
900,Independent Floor,2,Gujranwala Town,28000,31.11111111111111,36161.290322580644
900,Independent Floor,2,Gujranwala Town,28000,31.11111111111111,36161.290322580644
950,Independent Floor,3,Model Town,30000,31.57894736842105,35170.454545454544
1422,Independent Floor,3,Model Town,32000,22.50351617440225,35170.454545454544
1350,Independent Floor,3,Model Town,40000,29.62962962962963,35170.454545454544
950,Independent Floor,2,Model Town,22000,23.157894736842106,35170.454545454544
1125,Independent Floor,3,Model Town,25000,22.22222222222222,35170.454545454544
1250,Independent Floor,3,other,30000,24.0,61900.17677136596
630,Independent Floor,2,Model Town,15000,23.80952380952381,35170.454545454544
720,Independent Floor,2,Model Town,20000,27.77777777777778,35170.454545454544
950,Independent Floor,3,Model Town,20000,21.05263157894737,35170.454545454544
1700,Independent Floor,3,Pitampura,47000,27.647058823529413,36047.10743801653
1000,Independent Floor,3,Pitampura,35000,35.0,36047.10743801653
920,Independent Floor,2,Pitampura,18000,19.565217391304348,36047.10743801653
1350,Independent Floor,3,Pitampura,38000,28.14814814814815,36047.10743801653
1350,Independent Floor,3,Pitampura,38000,28.14814814814815,36047.10743801653
2700,Independent Floor,3,Pitampura,60000,22.22222222222222,36047.10743801653
1100,Apartment,3,Pitampura,29500,26.818181818181817,36047.10743801653
900,Independent Floor,2,Pitampura,19000,21.11111111111111,36047.10743801653
600,Apartment,2,Pitampura,13000,21.666666666666668,36047.10743801653
550,Apartment,2,Pitampura,11000,20.0,36047.10743801653
1350,Independent Floor,2,Pitampura,20000,14.814814814814815,36047.10743801653
1500,Independent Floor,3,Pitampura,33000,22.0,36047.10743801653
2800,Independent Floor,3,Pitampura,50000,17.857142857142858,36047.10743801653
1000,Independent Floor,2,Pitampura,35000,35.0,36047.10743801653
2700,Independent Floor,3,Pitampura,80000,29.62962962962963,36047.10743801653
3600,Independent Floor,3,Pitampura,90000,25.0,36047.10743801653
1800,Independent Floor,2,Pitampura,32000,17.77777777777778,36047.10743801653
960,Independent Floor,2,Pitampura,26000,27.083333333333332,36047.10743801653
2400,Independent Floor,3,Pitampura,45000,18.75,36047.10743801653
1350,Independent Floor,2,Pitampura,35000,25.925925925925927,36047.10743801653
1800,Independent Floor,2,Pitampura,36000,20.0,36047.10743801653
2800,Independent Floor,4,Pitampura,75000,26.785714285714285,36047.10743801653
1800,Independent Floor,2,Pitampura,40000,22.22222222222222,36047.10743801653
1800,Independent Floor,2,Pitampura,40000,22.22222222222222,36047.10743801653
1050,Independent Floor,2,Pitampura,26500,25.238095238095237,36047.10743801653
750,Apartment,2,Pitampura,17000,22.666666666666668,36047.10743801653
800,Apartment,3,Pitampura,24000,30.0,36047.10743801653
1350,Independent Floor,2,Pitampura,32000,23.703703703703702,36047.10743801653
3200,Independent Floor,3,Pitampura,60000,18.75,36047.10743801653
1800,Independent Floor,2,Pitampura,38000,21.11111111111111,36047.10743801653
900,Independent Floor,2,Pitampura,20000,22.22222222222222,36047.10743801653
790,Independent Floor,2,Pitampura,12000,15.189873417721518,36047.10743801653
900,Apartment,3,Pitampura,16000,17.77777777777778,36047.10743801653
900,Independent Floor,3,Pitampura,30000,33.333333333333336,36047.10743801653
650,Apartment,2,Pitampura,16000,24.615384615384617,36047.10743801653
550,Independent Floor,2,Pitampura,15000,27.272727272727273,36047.10743801653
650,Apartment,2,Pitampura,17000,26.153846153846153,36047.10743801653
600,Independent House,2,Karol Bagh,20000,33.333333333333336,25795.897959183672
900,Independent House,2,Karol Bagh,25000,27.77777777777778,25795.897959183672
1800,Independent Floor,2,Pitampura,23000,12.777777777777779,36047.10743801653
