size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft,location_avg_price
900,Independent House,2,Chattarpur,14000,15.555555555555555,18816.51376146789
600,Independent House,2,Chattarpur,14000,23.333333333333332,18816.51376146789
700,Independent House,2,Chattarpur,17000,24.285714285714285,18816.51376146789
700,Independent House,2,Chattarpur,13000,18.571428571428573,18816.51376146789
1000,Independent House,2,Chattarpur,18000,18.0,18816.51376146789
800,Independent House,3,Chattarpur,19000,23.75,18816.51376146789
900,Independent House,2,Chattarpur,20000,22.22222222222222,18816.51376146789
750,Independent House,2,Maidan Garhi,14000,18.666666666666668,15835.714285714286
900,Independent House,2,Chattarpur,18000,20.0,18816.51376146789
850,Independent House,2,Chattarpur,14000,16.470588235294116,18816.51376146789
900,Independent Floor,2,Malviya Nagar,35000,38.888888888888886,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,26000,23.11111111111111,38828.014184397165
1800,Independent Floor,3,Malviya Nagar,45000,25.0,38828.014184397165
900,Independent Floor,2,Malviya Nagar,36000,40.0,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,28000,24.88888888888889,38828.014184397165
900,Independent Floor,2,Malviya Nagar,25000,27.77777777777778,38828.014184397165
900,Independent Floor,2,Malviya Nagar,26000,28.88888888888889,38828.014184397165
900,Independent Floor,2,Malviya Nagar,23000,25.555555555555557,38828.014184397165
1125,Independent Floor,3,Malviya Nagar,30000,26.666666666666668,38828.014184397165
900,Independent Floor,2,Malviya Nagar,24000,26.666666666666668,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,35000,31.11111111111111,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,23000,20.444444444444443,38828.014184397165
900,Independent Floor,2,Malviya Nagar,30000,33.333333333333336,38828.014184397165
900,Independent Floor,2,Malviya Nagar,42000,46.666666666666664,38828.014184397165
900,Independent Floor,2,Malviya Nagar,35000,38.888888888888886,38828.014184397165
1800,Independent Floor,3,Malviya Nagar,75000,41.666666666666664,38828.014184397165
1800,Independent Floor,3,Malviya Nagar,45000,25.0,38828.014184397165
900,Independent Floor,2,Malviya Nagar,40000,44.44444444444444,38828.014184397165
900,Independent Floor,2,Malviya Nagar,25000,27.77777777777778,38828.014184397165
900,Independent Floor,2,Malviya Nagar,29000,32.22222222222222,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,36000,32.0,38828.014184397165
1350,Independent Floor,3,Malviya Nagar,25000,18.51851851851852,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,28000,24.88888888888889,38828.014184397165
900,Independent Floor,2,Malviya Nagar,28000,31.11111111111111,38828.014184397165
2700,Independent Floor,3,Malviya Nagar,110000,40.74074074074074,38828.014184397165
900,Independent Floor,2,Malviya Nagar,39000,43.333333333333336,38828.014184397165
1800,Independent Floor,2,Malviya Nagar,30000,16.666666666666668,38828.014184397165
1125,Independent Floor,2,Malviya Nagar,28000,24.88888888888889,38828.014184397165
900,Independent Floor,2,Malviya Nagar,24000,26.666666666666668,38828.014184397165
750,Independent Floor,2,Malviya Nagar,18000,24.0,38828.014184397165
900,Independent Floor,2,Malviya Nagar,42000,46.666666666666664,38828.014184397165
1800,Apartment,3,Lajpat Nagar,55000,30.555555555555557,36701.53846153846
900,Independent Floor,2,Lajpat Nagar,36000,40.0,36701.53846153846
900,Independent Floor,2,Lajpat Nagar,30000,33.333333333333336,36701.53846153846
1800,Apartment,2,Greater Kailash,55000,30.555555555555557,86305.23255813954
2000,Apartment,3,Greater Kailash,58000,29.0,86305.23255813954
1800,Independent Floor,3,Lajpat Nagar,55000,30.555555555555557,36701.53846153846
900,Apartment,2,Lajpat Nagar II,25000,27.77777777777778,36267.857142857145
1800,Independent Floor,3,Jangpura,75000,41.666666666666664,61888.88888888889
750,Apartment,2,Chattarpur,16000,21.333333333333332,18816.51376146789
1800,Apartment,3,other,60000,33.333333333333336,61900.17677136596
1500,Apartment,2,Greater kailash 1,40000,26.666666666666668,91313.30120481928
900,Independent Floor,2,Lajpat Nagar II,35000,38.888888888888886,36267.857142857145
1800,Independent Floor,3,Lajpat Nagar,70000,38.888888888888886,36701.53846153846
2000,Apartment,3,Greater Kailash,50000,25.0,86305.23255813954
1900,Independent Floor,3,Greater kailash 1,50000,26.31578947368421,91313.30120481928
900,Apartment,2,East of Kailash,42000,46.666666666666664,60990.74074074074
1800,Apartment,3,Lajpat Nagar IV,45000,25.0,28515.625
1000,Independent Floor,2,Lajpat Nagar,34000,34.0,36701.53846153846
900,Independent Floor,2,Chattarpur,11500,12.777777777777779,18816.51376146789
900,Independent Floor,2,Chattarpur,11000,12.222222222222221,18816.51376146789
750,Independent House,2,Chattarpur,22000,29.333333333333332,18816.51376146789
900,Apartment,2,Chattarpur,18000,20.0,18816.51376146789
800,Apartment,2,Chattarpur,18000,22.5,18816.51376146789
850,Independent Floor,2,Chattarpur,15000,17.647058823529413,18816.51376146789
900,Independent Floor,2,Chattarpur,11500,12.777777777777779,18816.51376146789
1500,Apartment,3,Malviya Nagar,45000,30.0,38828.014184397165
900,Independent Floor,2,Lajpat Nagar II,39000,43.333333333333336,36267.857142857145
1800,Independent Floor,3,Lajpat Nagar,75000,41.666666666666664,36701.53846153846
900,Independent Floor,2,Lajpat Nagar,28000,31.11111111111111,36701.53846153846
1800,Independent Floor,3,Lajpat Nagar,42000,23.333333333333332,36701.53846153846
2700,Independent Floor,4,Greater kailash 1,90000,33.333333333333336,91313.30120481928
1200,Independent Floor,2,Green Park,45000,37.5,94000.0
1700,Apartment,3,Vasant Kunj,53000,31.176470588235293,47388.793103448275
1150,Apartment,2,Vasant Kunj,32000,27.82608695652174,47388.793103448275
1700,Apartment,4,Vasant Kunj,55000,32.35294117647059,47388.793103448275
850,Apartment,2,Vasant Kunj,23500,27.647058823529413,47388.793103448275
900,Independent Floor,2,Malviya Nagar,26000,28.88888888888889,38828.014184397165
750,Apartment,2,Malviya Nagar,24000,32.0,38828.014184397165
1350,Apartment,2,Malviya Nagar,30000,22.22222222222222,38828.014184397165
900,Independent Floor,2,Malviya Nagar,25000,27.77777777777778,38828.014184397165
1350,Independent Floor,2,Malviya Nagar,28000,20.74074074074074,38828.014184397165
900,Independent Floor,2,Lajpat Nagar II,24000,26.666666666666668,36267.857142857145
900,Independent Floor,2,Lajpat Nagar,28000,31.11111111111111,36701.53846153846
1500,Independent Floor,3,Lajpat Nagar,75000,50.0,36701.53846153846
1400,Independent Floor,2,Greater Kailash,75000,53.57142857142857,86305.23255813954
1250,Apartment,3,Chattarpur,17200,13.76,18816.51376146789
800,Independent Floor,2,Chattarpur,25000,31.25,18816.51376146789
750,Independent Floor,2,Chattarpur,17000,22.666666666666668,18816.51376146789
2150,Independent Floor,3,Sarvpriya Vihar,78000,36.27906976744186,66200.0
7200,Independent Floor,5,Panchsheel Park,200000,27.77777777777778,149718.75
2700,Independent Floor,3,Greater Kailash,120000,44.44444444444444,86305.23255813954
2700,Independent Floor,3,Saket,95000,35.18518518518518,44843.47826086957
1000,Independent House,2,Chattarpur,14000,14.0,18816.51376146789
1250,Independent Floor,2,Safdarjung Enclave,35000,28.0,89144.578313253
700,Apartment,2,Chattarpur,14000,20.0,18816.51376146789
700,Independent House,2,Chattarpur,16000,22.857142857142858,18816.51376146789
2200,Apartment,4,Vasant Kunj,60000,27.272727272727273,47388.793103448275
2200,Apartment,4,Vasant Kunj,70000,31.818181818181817,47388.793103448275
1700,Apartment,3,Vasant Kunj,40000,23.529411764705884,47388.793103448275
1700,Apartment,3,Vasant Kunj,50000,29.41176470588235,47388.793103448275
1700,Apartment,3,Vasant Kunj,56000,32.94117647058823,47388.793103448275
1700,Apartment,3,Vasant Kunj,48000,28.235294117647058,47388.793103448275
1150,Apartment,2,Vasant Kunj,35000,30.434782608695652,47388.793103448275
1700,Apartment,3,Vasant Kunj,42000,24.705882352941178,47388.793103448275
900,Apartment,2,Vasant Kunj,27000,30.0,47388.793103448275
1700,Apartment,3,Vasant Kunj,45000,26.470588235294116,47388.793103448275
2000,Apartment,3,Vasant Kunj,60000,30.0,47388.793103448275
1150,Apartment,2,Vasant Kunj,30000,26.08695652173913,47388.793103448275
2200,Apartment,3,Vasant Kunj,64000,29.09090909090909,47388.793103448275
1000,Apartment,2,Vasant Kunj,33500,33.5,47388.793103448275
2000,Apartment,3,Vasant Kunj,68000,34.0,47388.793103448275
2200,Apartment,4,Vasant Kunj,65000,29.545454545454547,47388.793103448275
1000,Apartment,2,Vasant Kunj,29000,29.0,47388.793103448275
900,Apartment,2,Vasant Kunj,25000,27.77777777777778,47388.793103448275
1800,Independent Floor,3,East of Kailash,75000,41.666666666666664,60990.74074074074
6000,Independent Floor,4,Greater kailash 1,200000,33.333333333333336,91313.30120481928
1800,Apartment,2,Greater kailash 1,55000,30.555555555555557,91313.30120481928
900,Independent Floor,2,Lajpat Nagar,42000,46.666666666666664,36701.53846153846
1000,Independent Floor,2,Lajpat Nagar,32000,32.0,36701.53846153846
1800,Independent Floor,2,Jangpura,32000,17.77777777777778,61888.88888888889
900,Independent Floor,2,Jangpura,36000,40.0,61888.88888888889
1800,Apartment,3,other,58000,32.22222222222222,61900.17677136596
900,Independent Floor,2,Lajpat Nagar II,25000,27.77777777777778,36267.857142857145
1800,Apartment,3,Lajpat Nagar II,62000,34.44444444444444,36267.857142857145
1250,Apartment,3,Maidan Garhi,16200,12.96,15835.714285714286
1350,Independent Floor,3,Chattarpur,18000,13.333333333333334,18816.51376146789
750,Independent Floor,2,Maidan Garhi,13000,17.333333333333332,15835.714285714286
900,Independent House,2,other,15000,16.666666666666668,61900.17677136596
3000,Independent Floor,3,Sarvpriya Vihar,135000,45.0,66200.0
3600,Independent Floor,4,Greater Kailash,100000,27.77777777777778,86305.23255813954
2700,Independent Floor,4,Saket,90000,33.333333333333336,44843.47826086957
3600,Independent Floor,4,Saket,110000,30.555555555555557,44843.47826086957
2000,Independent Floor,3,Panchsheel Enclave,82000,41.0,99241.37931034483
1200,Independent House,3,Chattarpur,14500,12.083333333333334,18816.51376146789
1800,Independent Floor,3,East of Kailash,65000,36.111111111111114,60990.74074074074
1500,Independent Floor,2,East of Kailash,45000,30.0,60990.74074074074
1125,Independent Floor,2,Malviya Nagar,30000,26.666666666666668,38828.014184397165
1125,Independent Floor,3,Malviya Nagar,45000,40.0,38828.014184397165
1250,Apartment,3,Chattarpur,17000,13.6,18816.51376146789
900,Independent Floor,2,Chattarpur,13000,14.444444444444445,18816.51376146789
1350,Independent Floor,3,Chattarpur,19000,14.074074074074074,18816.51376146789
1850,Independent Floor,2,Panchsheel Park,70000,37.83783783783784,149718.75
2700,Independent Floor,4,Greater kailash 1,75000,27.77777777777778,91313.30120481928
3600,Independent Floor,4,Greater Kailash,90000,25.0,86305.23255813954
2700,Independent Floor,3,Saket,85000,31.48148148148148,44843.47826086957
1450,Independent Floor,3,Saket,50000,34.48275862068966,44843.47826086957
900,Independent House,2,Chattarpur,11000,12.222222222222221,18816.51376146789
3000,Independent Floor,2,other,176000,58.666666666666664,61900.17677136596
3000,Independent Floor,3,other,215000,71.66666666666667,61900.17677136596
1000,Independent Floor,2,East of Kailash,39000,39.0,60990.74074074074
1000,Independent Floor,2,East of Kailash,38500,38.5,60990.74074074074
2700,Independent Floor,3,Jangpura,78000,28.88888888888889,61888.88888888889
2700,Independent Floor,3,other,124000,45.925925925925924,61900.17677136596
2000,Independent Floor,3,other,75000,37.5,61900.17677136596
3000,Independent Floor,3,other,150000,50.0,61900.17677136596
1400,Independent Floor,3,East of Kailash,65000,46.42857142857143,60990.74074074074
800,Independent Floor,2,Chattarpur,12500,15.625,18816.51376146789
950,Independent Floor,2,Chattarpur,14000,14.736842105263158,18816.51376146789
1200,Independent Floor,2,Chattarpur,27000,22.5,18816.51376146789
800,Independent Floor,2,Chattarpur,9500,11.875,18816.51376146789
800,Independent Floor,2,Chattarpur,13000,16.25,18816.51376146789
750,Independent Floor,2,Chattarpur,12500,16.666666666666668,18816.51376146789
950,Independent Floor,2,other,14000,14.736842105263158,61900.17677136596
900,Independent Floor,2,Chattarpur,13500,15.0,18816.51376146789
950,Independent Floor,2,Chattarpur,14000,14.736842105263158,18816.51376146789
900,Independent Floor,2,Chattarpur,15000,16.666666666666668,18816.51376146789
1350,Independent Floor,2,Chattarpur,20000,14.814814814814815,18816.51376146789
800,Independent Floor,2,Chattarpur,15000,18.75,18816.51376146789
900,Independent Floor,2,Chattarpur,17000,18.88888888888889,18816.51376146789
1950,Apartment,3,Vasant Kunj,37000,18.974358974358974,47388.793103448275
1150,Apartment,2,Vasant Kunj,40000,34.78260869565217,47388.793103448275
1550,Apartment,3,Vasant Kunj,39000,25.161290322580644,47388.793103448275
1750,Apartment,3,Vasant Kunj,45000,25.714285714285715,47388.793103448275
1650,Apartment,3,Vasant Kunj,49000,29.696969696969695,47388.793103448275
1250,Apartment,2,Vasant Kunj,45000,36.0,47388.793103448275
1650,Apartment,3,Vasant Kunj,42000,25.454545454545453,47388.793103448275
1650,Apartment,3,Vasant Kunj,39000,23.636363636363637,47388.793103448275
1650,Apartment,3,Vasant Kunj,38000,23.03030303030303,47388.793103448275
900,Apartment,2,Vasant Kunj,35000,38.888888888888886,47388.793103448275
1100,Apartment,3,Vasant Kunj,41000,37.27272727272727,47388.793103448275
1650,Apartment,3,Vasant Kunj,45000,27.272727272727273,47388.793103448275
1050,Apartment,2,Vasant Kunj,35000,33.333333333333336,47388.793103448275
1200,Apartment,2,Vasant Kunj,70000,58.333333333333336,47388.793103448275
1650,Apartment,3,Vasant Kunj,65000,39.39393939393939,47388.793103448275
1050,Apartment,2,Vasant Kunj,45000,42.857142857142854,47388.793103448275
1650,Apartment,3,Vasant Kunj,37000,22.424242424242426,47388.793103448275
1950,Apartment,3,Vasant Kunj,40000,20.512820512820515,47388.793103448275
1900,Apartment,3,Vasant Kunj,38000,20.0,47388.793103448275
1050,Apartment,2,Vasant Kunj,30000,28.571428571428573,47388.793103448275
1050,Apartment,2,Vasant Kunj,32000,30.476190476190474,47388.793103448275
680,Apartment,3,Vasant Kunj,37500,55.14705882352941,47388.793103448275
1650,Apartment,3,Vasant Kunj,40000,24.242424242424242,47388.793103448275
1000,Apartment,2,Vasant Kunj,35000,35.0,47388.793103448275
1050,Apartment,2,Vasant Kunj,36000,34.285714285714285,47388.793103448275
1150,Apartment,2,Vasant Kunj,33000,28.695652173913043,47388.793103448275
1050,Apartment,2,Vasant Kunj,38000,36.19047619047619,47388.793103448275
4500,Independent Floor,4,Panchsheel Park,120000,26.666666666666668,149718.75
5400,Independent Floor,4,Hauz Khas,140000,25.925925925925927,111860.46511627907
1800,Independent House,3,other,75000,41.666666666666664,61900.17677136596
1300,Independent Floor,3,Chattarpur,16000,12.307692307692308,18816.51376146789
950,Independent Floor,2,Chattarpur,15000,15.789473684210526,18816.51376146789
2000,Independent Floor,3,Greater Kailash,73000,36.5,86305.23255813954
2700,Independent Floor,3,Panchsheel Enclave,96000,35.55555555555556,99241.37931034483
4000,Independent Floor,4,other,240000,60.0,61900.17677136596
1150,Independent Floor,3,East of Kailash,65000,56.52173913043478,60990.74074074074
750,Apartment,2,Chattarpur,13000,17.333333333333332,18816.51376146789
850,Independent Floor,2,Chattarpur,13500,15.882352941176471,18816.51376146789
800,Independent Floor,2,Chattarpur,10500,13.125,18816.51376146789
900,Independent Floor,2,Chattarpur,13000,14.444444444444445,18816.51376146789
800,Independent Floor,2,Chattarpur,15000,18.75,18816.51376146789
1300,Independent Floor,3,Chattarpur,18000,13.846153846153847,18816.51376146789
950,Independent House,2,Neb Sarai,13500,14.210526315789474,36650.0
850,Apartment,2,Chattarpur,13000,15.294117647058824,18816.51376146789
750,Independent Floor,2,Chattarpur,15000,20.0,18816.51376146789
1150,Independent Floor,3,Chattarpur,17500,15.217391304347826,18816.51376146789
900,Independent Floor,2,Chattarpur,13000,14.444444444444445,18816.51376146789
1000,Independent Floor,2,Chattarpur,12500,12.5,18816.51376146789
1600,Independent Floor,2,Kalkaji,35000,21.875,50177.77777777778
1550,Apartment,3,Vasant Kunj,36000,23.225806451612904,47388.793103448275
2000,Independent Floor,3,Greater Kailash,90000,45.0,86305.23255813954
1800,Independent Floor,3,Greater Kailash,75000,41.666666666666664,86305.23255813954
2600,Independent Floor,3,Greater Kailash,90000,34.61538461538461,86305.23255813954
1800,Independent Floor,3,Greater Kailash,80000,44.44444444444444,86305.23255813954
2000,Independent Floor,3,Greater kailash 1,90000,45.0,91313.30120481928
1600,Independent Floor,2,Kalkaji,40000,25.0,50177.77777777778
